review_index_1,review_index_2,_id_1,user_id_1,name_1,review_count_1,useful_1,average_stars_1,review_id_1,stars_1,useful_review_1,text_1,date_1,time_1,_id_2,user_id_2,name_2,review_count_2,useful_2,average_stars_2,review_id_2,stars_2,useful_review_2,text_2,date_2,time_2
5763,5764,65ddcc66fa4711915dcb4640,P9Zmd3C-FziPitmNPhgaxA,Jason,11,1,3.92,Dgwl7WqfE-AnVhweLNTCAg,5,0,Yesterday a golf ball found its way to my windshield. Today I called 1-Hour Auto Glass (Phoenix) along with other Companies to get quotes on windshield replacement. I spoke with Tom he pulled up a quote of $230 check upon replacement after speaking to State Farm insurance.\nI am going to attach to photos of before and then tomorrow after installation I'll post the after pictures for everyone to look at and admire. \nThe customer service and rapport built by Tom over the telephone was above average and very professional. They are going to be arriving between 10am and 2 Pm tomorrow to replace my windshield and based upon the conversation over the phone I expect it to be a very smooth process.,2018-07-02,19:19:51,65ddcc66fa4711915dcb4641,P9Zmd3C-FziPitmNPhgaxA,Jason,11,1,3.92,49TVtipeCyBOraTv8tMZ7Q,5,0,"Yesterday a golf ball found its way to my windshield. Today I called 1-Hour Auto Glass (Phoenix) along with other Companies to get quotes on windshield replacement. I spoke with Tom he pulled up a quote of $230 check upon replacement after speaking to State Farm insurance.\nI am going to attach to photos of before and then tomorrow after installation I'll post the after pictures for everyone to look at and admire. \nThe customer service and report built by Tom over the telephone was above average and very professional. They are going to be arriving between 8 AM and 12 PM tomorrow to replace my windshield and based upon the conversation over the phone I expect it to be a very smooth process.\nAnthony and his partner just left and he left me precise instructions of How to care for the windshield for the next 2 to 7 days for maximum performance. \nThey were tentative, prompt, and have great attitudes and work ethics. Thanks Tom for setting up a wonderful customer experience. 5 stars. \nBelow are the 2 after pics:",2018-07-03,22:55:08
6103,6104,65ddcc66fa4711915dcb4794,kwLjniiYa1H57LwQX2TGIQ,Li,970,1932,3.25,tA0JntAkb9wtcEK2bturdQ,3,1,"Stopped by and bought a praline, a side of red beans and rice and a small cup of gumbo.  Everything was okay - not bad at all but nothing to write home about.  Might possibly return bc it's so convenient.",2018-03-30,15:10:43,65ddcc66fa4711915dcb4795,kwLjniiYa1H57LwQX2TGIQ,Li,970,1932,3.25,51hWsjXJ10xHOdfJUsFhXA,3,1,"Stopped by and bought a praline, a side of red beans and rice and a small cup of gumbo.  Everything was okay - not bad at all but nothing to write home about.  Might possibly return bc it's so convenient.",2018-06-03,14:15:05
6239,6244,65ddcc66fa4711915dcb481c,mKBl4fAqTfNts7B78aOPVg,Dave,752,2805,3.68,OJ8-vfLvCXFeMxXN8H-V7Q,3,5,"This is a gentlemen's club that pretends to be a sports bar.\n\nThere are other PT's and the other reveiwer is talking about the PT's Brooklyn location and this is Sauget.  This is the ""sports bar"" themed gentlemen's club.  I have not complained when I was told I was going here even when sober and someone else is willing to pay entry fee.\n\nThis place is expensive, but the entertainers are beautiful and wearing usually just wearing just thongs (with $$$$...)  More of a sport bar hangout, but some beautful girls (even waitresses).\n\nI do have friends who wife's take them here for birthdays.  Usually followed by the statement ""I love my wife!""\n\nBring lots of cold hard cash or pay ATM fees.",2013-11-14,06:15:55,65ddcc66fa4711915dcb4821,mKBl4fAqTfNts7B78aOPVg,Dave,752,2805,3.68,GYZRJswOOD5x1EP-l1lBvQ,3,1,"This is a gentlemen's club that pretends to be a sports bar.\n\nThere are other PT's and the other reveiwer is talking about the PT's Brooklyn location and this is Sauget.  This is the ""sports bar"" themed gentlemen's club.  I have not complained when I was told I was going here even when sober and someone else is willing to pay entry fee.\n\nThis place is expensive, but the entertainers are beautiful and wearing usually just wearing just thongs (with $$$$...)  More of a sport bar hangout, but some beautful girls (even waitresses).\n\nI do have friends who wife's take them here for birthdays.  Usually followed by the statement ""I love my wife!""\n\nBring lots of cold hard cash or pay ATM fees.",2010-02-10,22:22:37
7176,7177,65ddcc66fa4711915dcb4bc5,Z5wSVJOY5ibn5SjxmnVwSg,Nelson,73,54,4.83,_jhPU_SDl55dnzz3nZTZtQ,5,1,"Been here a few times. The place is quite eclectic. The patio has much to do about flair, none more so than Dan Hook. All the bartenders love making mojitos and layered beverages. Just ask what special drinks they have. I also suggest if you're going to do bottle services, the ladies of Tonic are quite... friendly, like Ashley Ayers, just a fire cracker to want to take home and explode. Enjoy!",2016-05-06,21:15:21,65ddcc66fa4711915dcb4bc6,Z5wSVJOY5ibn5SjxmnVwSg,Nelson,73,54,4.83,wtKKFWisXajBDhir3wxkEw,5,0,"Been here a few times. The place is quite eclectic. The patio has much to do about flair, none more so than Dan Hook. But the most amazing thing about Tonic is Natasha, her smile makes  Angels blush and Demons do good. Her intrinsic character is mirrored in her service to all. All the bartenders love making mojitos and layered beverages as well as Blended drinks like Hurricanes and Miami Vice's. Just ask what special drinks they have. I also suggest if you're going to do bottle services, the ladies of Tonic are quite... friendly, like Ashley Ayers, just a fire cracker you want to take home and explode. Enjoy!",2016-06-06,19:59:19
7891,7895,65ddcc66fa4711915dcb4e90,x7UU1bdc2INFrZFwp6yOPw,Camaron,253,678,3.7,xVnkt3Wjthf-DcfGR18mmA,4,1,"This was my 2nd time here, first time was 15+ yrs ago and I was not impressed so never had desire to come back.\nMy GF loves her meat ( ok maybe that came off wrong) nevertheless , she wanted to go here so off we went.\nWe arrived here after 9pm and place was not too busy. good atmosphere not too loud my only complaint was chairs were uncomfortable and a bit pokey in the back ( no pun intended there) \nWe started with the Spinach and Artichoke dip with chips, it arrived promptly and hot, It was good, about average when it comes to this appetizer that has become mainstream menu option.\n\nAfter looking over the large amount of menu options and combinations , I decided I would go with her recommendation of the Porterhouse. I ordered mine medium with a baked potato and "" walkabout soup"".  The soup came first and it was good and different nothing great but different in a good way. Our steaks arrived hot and a generous portion , both cooked as per our request. I would have to admit it was good, a bit pricey 25.00 but it was good. Of course we are not talking Berns,Mortons or my local fav Peter Lugers in Brooklyn but for Outback it was a good steak. \nSide note ,she suggested I ask for a small amount of honey mustard sauce for dipping, I was skeptical but I have to say it did add a nice spin on the taste.\n\nOverall it was a good dinner and I probably wont wait another 15 years before I make another appearance here.",2012-10-17,19:27:53,65ddcc66fa4711915dcb4e94,x7UU1bdc2INFrZFwp6yOPw,Camaron,253,678,3.7,KRMCCVTxvapuLSedrK3kdg,4,0,"This was my 2nd time here, first time was 15+ yrs ago and I was not impressed so never had desire to come back.\nMy GF loves her meat ( ok maybe that came off wrong) nevertheless , she wanted to go here so off we went.\nWe arrived here after 9pm and place was not too busy. good atmosphere not too loud my only complaint was chairs were uncomfortable and a bit pokey in the back ( no pun intended there) \nWe started with the Spinach and Artichoke dip with chips, it arrived promptly and hot, It was good, about average when it comes to this appetizer that has become mainstream menu option.\n\nAfter looking over the large amount of menu options and combinations , I decided I would go with her recommendation of the Porterhouse. I ordered mine medium with a baked potato and "" walkabout soup"".  The soup came first and it was good and different nothing great but different in a good way. Our steaks arrived hot and a generous portion , both cooked as per our request. I would have to admit it was good, a bit pricey 25.00 but it was good. Of course we are not talking Berns,Mortons or my local fav Peter Lugers in Brooklyn but for Outback it was a good steak. \nSide note ,she suggested I ask for a small amount of honey mustard sauce for dipping, I was skeptical but I have to say it did add a nice spin on the taste.\n\nOverall it was a good dinner and I probably wont wait another 15 years before I make another appearance here.",2012-10-17,19:26:18
8970,8971,65ddcc66fa4711915dcb52c7,BGsdpekF65U0Xpy1SBdMJg,Priscila,47,87,3.02,NS13UWrhI-5Zyhi-jyVSjw,2,0,"After reading all the mixed reviews, I still felt it was worth a try because 'when in Rome!'  My husband and I got the appetizer size Crawfish Ettoufe which was freaking de-lish and I was wishing we had ordered the entree size. It's perfection! It's bold! It's creamy! It's well balanced! And the crawfish?!? Omg, tiny pieces of heaven!\n\nWe also ordered the Fried Chicken Liver because I love liver and onions over rice, a dish I grew up eating so I was excited to try it, although was ultimately disappointed. It didn't have seasoning and it was heavy on the batter, although ""fluffy"" if that makes sense. They serve it with a hot and sweet jelly which compliments the liver well. I just wasn't too crazy about the overall bland taste and it tasted grimy. \nThen we had the fried chicken with the potato salad and collard greens as sides. The potato salad isn't bad. I guess the locals make it with lots of mustard instead of mayo. Fried chicken is fried chicken, the batter was different and the chicken was moist. My biggest disappointment was the collard greens, it has no flavor. It's basically boiled with a little bit of pepper. Again, it must just be the way they cook it here. It seems some foods are bland as hell whereas others are bursting with flavor. \nOverall this being New Orleans I was expecting an explosion of local flavors, Cajun, spicy, salty, flavorful!! That's what I was hoping for. For every dish to have been given as much love and attention as the Ettoufe. Oh well...",2015-05-03,04:14:44,65ddcc66fa4711915dcb52c8,BGsdpekF65U0Xpy1SBdMJg,Priscila,47,87,3.02,LN2Vq7FKDCFb6HOeYUe_EA,2,1,"After reading all the mixed reviews, I still felt it was worth a try because 'when in Rome!'  My husband and I got the appetizer size Crawfish Ettoufe which was freaking de-lish and I was wishing we had ordered the entree size. It's perfection! It's bold! It's creamy! It's well balanced! And the crawfish?!? Omg, tiny pieces of heaven!\n\nWe also ordered the Fried Chicken Liver because I love liver and onions over rice, a dish I grew up eating so I was excited to try it, although was ultimately disappointed. It didn't have seasoning and it was heavy on the batter, although ""fluffy"" if that makes sense. They serve it with a hot and sweet jelly which compliments the liver well. I just wasn't too crazy about the overall bland taste and it tasted grimy. \nThen we had the friend chicken with the potato salad and collard greens as sides. The potato salad isn't bad. I guess the locals make it with lots of mustard instead of mayo. Fried chicken is fried chicken, the batter was different and the chicken was moist. My biggest disappointment was the collard greens, it has no flavor. It's basically boiled with a little bit of pepper. Again, it must just be the way they cook it here. It seems some foods are bland as hell whereas others are bursting with flavor. \nOverall this being New Orleans I was expecting an explosion of local flavors, Cajun, spicy, salty, flavorful!! That's what I was hoping for. For every dish to have been given as much love and attention as the Ettoufe. Oh well...",2015-05-08,20:48:23
9117,9118,65ddcc66fa4711915dcb535a,-QVSNApBt0JFnR6Pb2Wrfg,Amy,74,166,4.19,xAsjoqxRLQKw8zGhQGpMfw,5,2,"Generally, I only write a review if it's great or if it's terrible - this place was amazing. I could not believe the reviews I read from other Yelpers who said otherwise. The catfish is the best I've ever had - hands down!   Crawfish Étouffée was full of crawfish and very tasty. The cornbread will make you want to slap your mama! And...our waiter is by far one of the BEST I've ever had.  For that matter, the entire waitstaff was, as my husband said, Johnny on the Spot!\n\nFive Stars doesn't seem enough.",2015-11-21,14:53:40,65ddcc66fa4711915dcb535b,-QVSNApBt0JFnR6Pb2Wrfg,Amy,74,166,4.19,sjpm9N4fYzRVif-eyJ3eVQ,5,4,"Generally, I only write a review if it's great or if it's terrible - this place was amazing. I could not believe the reviews I read from other Yelpers who said otherwise. The catfish is the best I've ever had - hands down!   Crawfish Étouffée was full of crawfish and very tasty. The cornbread will make you want to slap your mama! And...our waiter, Jesus, is by far one of the BEST I've ever had.  For that matter, the entire waitstaff was, as my husband said, Johnny on the Spot!\n\nFive Stars doesn't seem enough.",2015-05-02,23:43:43
10685,10686,65ddcc66fa4711915dcb597a,2dnOeqcV7EN_tqXtbZ5TMA,Brendon-Jeremi,8,26,3.22,Z9HUp3y_RDMojn6nbp4xgg,3,0,"Pizza is good, cheesy (But don't get mushroom. They use canned, not fresh)...wings eh. Customer service is inconsistent. Four words that can use more: Hello, please, and thank you.",2011-08-02,03:50:20,65ddcc66fa4711915dcb597b,2dnOeqcV7EN_tqXtbZ5TMA,Brendon-Jeremi,8,26,3.22,Ci0nEi026DonFlxvz-0-OQ,3,0,"Pizza is good, cheesy (But don't get mushroom. They use canned, not fresh)...wings eh. Customer service is inconsistent. Four words that they could use more: Hello, please, and thank you.",2011-08-21,15:48:57
10772,10773,65ddcc66fa4711915dcb59d1,kvKdRrM9Vvt0JFpiKAQEgw,Philip,54,45,4.34,LxwfF7_VZ2oyUfP2M084VA,1,0,"We came here because of all the great yelp reviews, I can't believe this is 4-stars.. Good beer selection, good atmosphere, and decent service.  The food, however, was bla.. We really wanted to try the fried chicken skins, they came out very hard and very stuck together.  The sauce had good flavor but the skins came in a clump that we could hardly break apart. Our food came out about 4 minutes I into our attempt to chisel the skins apart. Kaya toast was weird and really lacked anything to bring the dish together.  After scraping off the sauce it was basically Texas toast and an egg.  The 2 sets of tacos we ordered were both overcooked and VERY dry. Come here for drinks, skip the food!",2014-08-14,20:55:34,65ddcc66fa4711915dcb59d2,kvKdRrM9Vvt0JFpiKAQEgw,Philip,54,45,4.34,pA3QdqQdKoTpg4sgH6q-mg,1,0,"We came here because of all the great yelp reviews, I can't believe this is 4-stars.. Good beer selection, good atmosphere, and decent service.  The food, however, was bla.. We really wanted to try the fried chicken skins, they came out very hard and very stuck together.  The sauce had good flavor but the skins came in a clump that we could hardly break apart. Our food came out about 4 minutes into our attempt to chisel the skins apart. Kaya toast was weird and really lacked anything to bring the dish together.  After scraping off the sauce it was basically Texas toast and an egg.  The 2 sets of tacos we ordered were both overcooked and VERY dry. Come here for drinks, skip the food!",2017-05-27,14:13:29
12797,12810,65ddcc67fa4711915dcb61ba,iPkdNziqnhNukjnmsrSzmg,Kelly,974,3614,3.9,PwjIhmfsAAyKwNc3qy9maw,5,0,"The Bellwether is located behind the old state hospital in the Lafayette Square area. Just look for the smokestack when driving on Truman, Lafayette, Park, Gravois.\n\nI used to go to Element Restaurant when it was located in the same space. I always loved the space and the owners of Polite Society and the Bellwether did a nice job of re-decorating an already awesome space with a great deck and a great view.  The bar is nice and long, so if you are a person that likes to eat at the bar you will usually have no problem getting a seat.  \n\nThe food that I had was great! They just opened and they are still tweaking the menu, but I enjoyed the dishes that I had and I look forward to seeing what they come up with.  Huge liquor selection including a large selection of whiskeys.  Great signature cocktails!  Recommend!",2019-06-07,22:23:36,65ddcc67fa4711915dcb61c7,iPkdNziqnhNukjnmsrSzmg,Kelly,974,3614,3.9,7ib5Gmf-N4UXkH9vi0TrLg,5,2,"The Bellwether is located behind the old state hospital in the Lafayette Square area. Just look for the smokestack when driving on Truman, Lafayette, Park, Gravois.\n\nI used to go to Element Restaurant when it was located in the same space. I always loved the space and the owners of Polite Society and the Bellwether did a nice job of re-decorating an already awesome space with a great deck and a great view.  The bar is nice and long, so if you are a person that likes to eat at the bar you will usually have no problem getting a seat.  \n\nThe food that I had was great too! They just opened and they are still tweaking the menu, but the pork steak is HUGE, shareable and one of the BEST pork steaks that I have had.  The mango tart was surprisingly special and the smoked gravlax is YUM!  Huge liquor selection including a large selection of whiskeys.  Great signature cocktails!  Recommend!",2019-06-09,17:11:55
16824,16826,65ddcc67fa4711915dcb7176,l2IWzTJtrIlP_W9fHit1cA,Rae,136,114,3.57,xDLiK8hrxM1mucnNLjaNYQ,3,0,"Not really worth all the hype in my mind, but I was pleased that they had veggie-friendly and fish options for the non-carnivores among us! (Unlike In-n-out). I had the teryaki tuna steak sandwich, and it was pretty tasty. Definitely fast-food quality though, so don't be expecting much more than that. \n\nThe boy had the bacon burger, which he enjoyed. I don't think he could be disappointed by a bacon burger though.... The sweet potato fries were pretty tasty, but the regular fries weren't that great.\n\nService was fast even though it was pretty busy. The radio was playing 97.5, which is a station I like, so that was good. Also it's all outside seating.",2011-09-16,03:55:03,65ddcc67fa4711915dcb7178,l2IWzTJtrIlP_W9fHit1cA,Rae,136,114,3.57,ZJnq4apugp2LEcMxtfvAEA,3,0,"Most of the reviews for this place are on the business page just titled ""The Habit."" But in case you only see this page, here's my same review: \n\nNot really worth all the hype in my mind, but I was pleased that they had veggie-friendly and fish options for the non-carnivores among us! (Unlike In-n-out). I had the teryaki tuna steak sandwich, and it was pretty tasty. Definitely fast-food quality though, so don't be expecting much more than that.\n\nThe boy had the bacon burger, which he enjoyed. I don't think he could be disappointed by a bacon burger though.... The sweet potato fries were pretty tasty, but the regular fries weren't that great.\n\nService was fast even though it was pretty busy. The radio was playing 97.5, which is a station I like, so that was good. Also it's all outside seating.",2011-09-22,02:42:48
17600,17604,65ddcc67fa4711915dcb747e,6Zx7YiKFYXwqWXQBqSxoYg,John,427,448,4.07,9fertAsu-bk7yAk4G3kZkA,4,0,Nothing fancy but nice smoked fish! I started with their fish spread. Terrific! Then I had the smoked salmon which was a big cut and had great smoky flavor and a side of coleslaw. A big meal!,2017-12-09,04:37:30,65ddcc67fa4711915dcb7482,6Zx7YiKFYXwqWXQBqSxoYg,John,427,448,4.07,pTR7rXJjbsak1-6r4TuwaQ,4,0,"Nothing fancy but nice smoked fish! I started with their fish spread. Terrific! Then I had the smoked salmon which was a big cut and had great smoky flavor and a side of coleslaw and potato salad. The beer is Miller High Life and comes in an iced mug. They have a couple of smoked fish choices and they only take cash. \nI hear there burgers and other food are good, but the smoked fish is for me!",2019-12-14,19:39:29
17601,17602,65ddcc67fa4711915dcb747f,6Zx7YiKFYXwqWXQBqSxoYg,John,427,448,4.07,Zc9hu6FHHqoP4qrSoIwl8A,5,2,"For a small restaurant the freshness and quality of food is outstanding. We made a meal of small plates, which were rather large. We started with the truffle fries which were enjoyable throughout the meal. Next was the carpaccio and ravioli with a liquid egg yolk center. It all blended together with a nice richness. We then tried the ceviche which was a meal in a bowl. The lemon dressing, fish, and avocado was very good. The tuna tartare was spectacular and my favorite. The cubed tuna with avocado and scooped shrimp cracker to scoop it up were great. There were 2 spicy sides to add a kick. One was pickled cucumbers and I forgot to ask on the other. \nWe had planned to order more but the size of the servings had filled us up. We did leave room for dessert which was the special lemon cake with marinated blueberries,meringue  and I believe a lemon sauce. Very good. \nWe need to come back to work our way through more of the menu. \nBack to try more of the menu. However, we did again order the carpaccio ravioli, truffle fries, and tuna tartar. The new tries were the Gambas Ajillo, or shrimp in a great sauce with bread to soak it all up and the fat noodles veggie. The noodles were perfect and the veggie mix had a lot of flavor.   \nWe did save room for dessert and shared the lavender pana Cora with prosciutto and honey.",2016-12-29,02:45:17,65ddcc67fa4711915dcb7480,6Zx7YiKFYXwqWXQBqSxoYg,John,427,448,4.07,fCT3O2_Q1xa2QTX22JIuLQ,5,0,"For a small restaurant the freshness and quality of food is outstanding. We made a meal of small plates, which were rather large. We started with the truffle fries which were enjoyable throughout the meal. Next was the carpaccio and ravioli with a liquid egg yolk center. It all blended together with a nice richness. We then tried the ceviche which was a meal in a bowl. The lemon dressing, fish, and avocado was very good. The tuna tartare was spectacular and my favorite. The cubed tuna with avocado and scooped shrimp cracker to scoop it up were great. There were 2 spicy sides to add a kick. One was pickled cucumbers and I forgot to ask on the other. \nWe had planned to order more but the size of the servings had filled us up. We did leave room for dessert which was the special lemon cake with marinated blueberries,meringue  and I believe a lemon sauce. Very good. \nWe need to come back to work our way through more of the menu. \nBack to try more of the menu. However, we did again order the carpaccio ravioli, truffle fries, and tuna tartar. The new tries were the Gambas Ajillo, or shrimp in a great sauce with bread to soak it all up and the fat noodles veggie. The noodles were perfect and the veggie mix had a lot of flavor.   \nWe did save room for dessert and shared the lavender pana Cora with prosciutto and honey. \n\nBack for another great meal. They've added more space but still don't take reservations. We started with 2 appetizers, which are almost an entree in size. The ceviche is a favorite and the fish almost melts in your mouth. We've ordered it often! The roasted octopus was tender and surrounded with tomatoes and tapenade. \nWe shared an entree of pulled pork ribs, fat noodles, and Brussels sprouts. \nA highlight of the meal was the great descriptions by our server Dustin!",2019-12-29,01:24:33
18830,18872,65ddcc67fa4711915dcb794c,lAW03ccfMEuRZiDqvVgc0w,Kristin,1578,5067,4.03,LoO5IUqd3rvHp-WsYYbqfg,4,3,"The staff here are friendly and the place is pretty clean.  Of course it is nearly impossible for 4 or 5 staffers to keep up with a swarm of children who can destroy a store the size of a small country in under 5 minutes but the staff here do a pretty good job.\n\nThe pizza and food is a bit on the pricey side but nowhere near as expensive as the bowling alley where my daughter had her last birthday party.\n\nWhen you enter Chuck E Cheese, they stamp you and your children's forearms with invisible ink numbers to ensure a match when you leave. (Pretty smart cookies to not wash away the numbers).\n\nThe highlight of the visit is always when Chuck E comes out and gives hugs & hi-5's before doing a parade and dance ending in free tickets being thrown into the air for the chitlins to collect.\n\nInevitably, there will always be broken games & jammed machines but staff are always available to quickly refund your token and fix it whenever possible (secret service style talking to each other on their little microphones).\n\nThe live action video recording blue screen area by the back stage is always a hit with my kiddos.  My daughter likes to dance like crazy on the blue screen and it's free! \n\nThey also have a climbing structure but trouble is you have to be pretty adept at climbing to make it up to the crawling tubes so my newly two year old hasn't gotten to experience that aspect yet.\n\nThere are several rides where one token is good for two kids.  There are games here challenging for any adult to master and easy enough for a two year old to have fun. I do think they hit the nail on the head by making every game and ride exactly 1 token!  Tokens are 3 for a $1 or with coupons you can score 100 for $25.\n \nWe've frequented this location dozens of times over the past 5 years and keep coming back.  \n\nAre there things I would improve?  Of course there are.  But you do get pretty good bang for your buck here and the kiddos really do have fun.\n\nI think I've gotten to know you well enough that we should be on a first name basis now, Chuck.\n\nUntil later Chuck,\n\nKristin",2015-12-09,04:42:29,65ddcc67fa4711915dcb7976,lAW03ccfMEuRZiDqvVgc0w,Kristin,1578,5067,4.03,Q9MqHY_U1Q2y6bhvQq5m8g,4,5,"The staff here are friendly and the place is pretty clean.  Of course it is nearly impossible for 4 or 5 staffers to keep up with a swarm of children who can destroy a store the size of a small country in under 5 minutes but the staff here do a pretty good job.\n\nThe pizza and food is a bit on the pricey side but nowhere near as expensive as the bowling alley where my daughter had her last birthday party.\n\nWhen you enter Chuck E Cheese, they stamp you and your children's forearms with invisible ink numbers to ensure a match when you leave. (Pretty smart cookies to not wash away the numbers).\n\nThe highlight of the visit is always when Chuck E comes out and gives hugs & hi-5's before doing a parade and dance ending in free tickets being thrown into the air for the chitlins to collect.\n\nTonight, we survived an entire 3 hour visit with my 5 and 2 year old; though, I do feel like I've been hit by a truck from sensory overload, screaming children, greasy pizza, fried food, and standing on my feet chasing the rug rats - ahem, I mean spending quality time with my beloved offspring.\n\nThe pizza was okay - def had better and worse.  Kiddos scarfed it down.  Sampled platter for $19 seemed a bit small - the chicken and cheesy bread was good but they skimped out on celery and the fries were limp and lifeless.\n\nInevitably, there will always be broken games & jammed machines but staff are always available to quickly refund your token and fix it whenever possible (secret service style talking to each other I'm their little microphones).\n\nThe live action video recording blue screen area by the back stage is always a hit with my kiddos.  My daughter likes to dance like crazy on the blue screen and it's free! \n\nThey also have a climbing structure but trouble is you have to be pretty adept at climbing to make it up to the crawling tubes so my newly two year old hasn't gotten to experience that aspect yet.\n\nThere are several rides where one token is good for two kids.  There are games here challenging for any adult to master and easy enough for a two year old to have fun. I do think they hit the nail on the head by making every game and ride exactly 1 token!  Tokens are 3 for a $1 or with coupons you can score 100 for $25.\n \nWe've frequented this location dozens of times over the past 5 years and keep coming back.  \n\nAre there things I would improve?  Of course there are.  But you do get pretty good bang for your buck here and the kiddos really do have fun.\n\nI think I've gotten to know you well enough that we should be on a first name basis now, Chuck.\n\nUntil later Chuck,\n\nKristin",2013-08-27,02:47:20
